Focal Species, KEA, Indicator, Poor, Fair, Good, Very Good
Pacific Salmon and steelhead, Available rearing Habitat, % of total linear rearing habitat accessible, <25%, 25-50, 50-75%, >75%
,,Current Status:,,,,93.74%
